# Time-averaged data for fix msdout
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4]
348750 849.702 750.925 769.382 2370.01
349000 853.241 751.499 769.634 2374.37
349250 850.593 751.947 769.564 2372.11
349500 849.777 752.976 772.357 2375.11
349750 851.726 753.939 773.01 2378.68
350000 854.147 753.814 772.07 2380.03
350250 852.86 752.169 771.128 2376.16
350500 850.676 752.86 775.334 2378.87
350750 852.731 754.541 775.251 2382.52
351000 851.107 754.472 776.896 2382.48
351250 851.903 754.73 777.173 2383.81
351500 852.754 755.494 777.336 2385.58
351750 850.326 756.426 778.488 2385.24
352000 851.245 755.75 776.185 2383.18
352250 851.28 757.769 779.996 2389.05
352500 851.982 758.788 779.664 2390.43
352750 849.146 759.9 778.261 2387.31
353000 847.764 760.051 778.373 2386.19
353250 848.351 759.417 777.751 2385.52
353500 848.744 759.846 778.096 2386.69
353750 851.324 758.481 777.093 2386.9
354000 849.164 759.711 776.471 2385.35
354250 849.619 761.166 774.707 2385.49
354500 852.071 762.128 775.284 2389.48
354750 851.952 760.595 775.342 2387.89
355000 850.564 761.114 773.723 2385.4
355250 850.898 760.81 773.306 2385.01
355500 848.677 761.818 773.911 2384.41
355750 849.384 760.898 775.387 2385.67
356000 848.682 759.273 778.929 2386.88
356250 847.539 758.948 779.391 2385.88
356500 849.88 757.317 778.928 2386.12
356750 850.413 759.548 778.491 2388.45
357000 851.439 761.965 780.358 2393.76
357250 851.487 763.969 782.346 2397.8
357500 852.103 764.001 781.644 2397.75
357750 854.198 765.865 783.253 2403.32
358000 853.45 766.547 781.024 2401.02
358250 852.811 766.838 779.174 2398.82
358500 855.507 764.893 777.421 2397.82
358750 855.576 764.898 779.189 2399.66
359000 856.739 765.277 780.685 2402.7
359250 859.705 766.873 779.088 2405.67
359500 860.613 767.682 777.53 2405.83
359750 859.665 767.773 778.56 2406
360000 861.556 768.033 776.742 2406.33
360250 860.744 768.645 777.383 2406.77
360500 861.665 768.2 780.036 2409.9
360750 861.429 769.896 780.051 2411.38
361000 861.486 772.971 780.723 2415.18
361250 862.424 771.477 781.238 2415.14
361500 863.61 771.425 781.509 2416.54
361750 863.853 775.208 782.038 2421.1
362000 863.157 774.601 781.653 2419.41
362250 862.724 775.068 779.591 2417.38
362500 862.434 775.742 780.475 2418.65
362750 864.235 775.937 783.084 2423.26
363000 862.301 777.291 785.556 2425.15
363250 861.323 777.253 785.671 2424.25
363500 860.405 779.2 785.491 2425.1
363750 858.743 779.393 785.871 2424.01
364000 858.739 780.288 785.842 2424.87
364250 857.497 779.385 786.754 2423.64
364500 858.028 780.203 789.673 2427.9
364750 860.641 779.294 790.122 2430.06
365000 861.897 777.395 789.095 2428.39
365250 863.806 777.603 791.744 2433.15
365500 864.358 778.124 794.165 2436.65
365750 864.282 779.395 796.389 2440.07
366000 864.863 780.744 797.091 2442.7
366250 865.848 781.617 797.426 2444.89
366500 866.445 780.756 797.461 2444.66
366750 867.784 783.691 798.536 2450.01
367000 865.201 782.98 799.185 2447.37
367250 863.961 783.759 800.814 2448.53
367500 864.95 782.414 803.306 2450.67
367750 865.551 783.242 805.303 2454.1
368000 867.438 784.318 804.661 2456.42
368250 866.128 786.408 805.704 2458.24
368500 865.956 789.144 806.382 2461.48
368750 867.089 788.979 807.722 2463.79
369000 868.821 789.026 807.142 2464.99
369250 872.818 792.189 808.78 2473.79
369500 873.183 794.944 811.022 2479.15
369750 872.148 797.172 809.779 2479.1
370000 871.99 800.905 808.885 2481.78
370250 874.207 799.583 810.046 2483.84
370500 876.313 799.898 807.943 2484.15
370750 877.222 801.83 809.723 2488.77
371000 879.8 802.985 810.103 2492.89
371250 879.203 805.936 809.58 2494.72
371500 881.727 808.707 812.504 2502.94
371750 884.231 808.8 813.983 2507.01
372000 883.832 808.549 815.361 2507.74
372250 885.596 809.233 815.039 2509.87
372500 886.859 807.868 816.057 2510.78
372750 888.398 808.188 815.649 2512.24
373000 888.239 809.69 815.995 2513.92
373250 889.347 812.035 816.359 2517.74
373500 888.486 810.601 815.209 2514.3
373750 888.807 809.948 816.527 2515.28
374000 890.188 810.123 818.737 2519.05
374250 890.22 811.209 818.697 2520.13
374500 887.787 814.749 819.081 2521.62
374750 888.549 816.657 820.558 2525.76
375000 890.52 817.404 817.899 2525.82
375250 891.658 817.093 817.71 2526.46
375500 891.849 819.753 818.442 2530.05
375750 890.597 818.672 819.94 2529.21
376000 892.089 819.885 820.513 2532.49
376250 892.513 818.775 821.287 2532.58
376500 893.579 820.924 821.091 2535.59
376750 892.783 822.895 821.851 2537.53
377000 893.426 822.453 822.607 2538.49
377250 894.9 822.407 822.21 2539.52
377500 895.109 824.898 822.596 2542.6
377750 895.14 824.019 824.757 2543.92
378000 894.731 823.462 822.078 2540.27
378250 897.146 821.064 822.769 2540.98
378500 895.36 821.436 822.244 2539.04
378750 897.159 824.089 822.733 2543.98
379000 900.149 824.484 823.759 2548.39
379250 904.026 825.581 823.519 2553.13
379500 904.949 825.533 823.869 2554.35
379750 907.138 826.268 825.127 2558.53
380000 902.753 825.286 826.02 2554.06
380250 903.249 826.016 827.434 2556.7
380500 902.579 830.319 828.366 2561.26
380750 900.397 831.826 829.57 2561.79
381000 902.963 834.451 831.161 2568.57
381250 904.861 834.491 829.957 2569.31
381500 904.414 833.873 830.471 2568.76
381750 906.546 836.897 832.436 2575.88
382000 907.576 839.31 833.759 2580.64
382250 907.359 840.188 833.87 2581.42
382500 906.695 842.17 835.084 2583.95
382750 908.525 841.764 835.084 2585.37
383000 907.704 842.278 835.565 2585.55
383250 908.723 841.427 836.01 2586.16
383500 908.272 841.202 838.632 2588.11
383750 911.055 844.384 841.269 2596.71
384000 911.341 846.388 843.331 2601.06
384250 913.945 848.605 843.704 2606.25
384500 915.699 847.791 844.132 2607.62
384750 917.046 848.656 844.775 2610.48
385000 915.659 850.121 845.5 2611.28
385250 915.379 850.235 851.105 2616.72
385500 916.874 853.068 850.067 2620.01
385750 915.78 854.289 849.888 2619.96
386000 917.888 853.849 849.217 2620.95
386250 917.594 855.145 852.807 2625.55
386500 917.572 853.868 853.841 2625.28
386750 919.392 855.023 853.427 2627.84
387000 919.638 855.813 855.31 2630.76
387250 921.783 856.401 857.793 2635.98
387500 924.004 856.306 854.935 2635.25
387750 923.951 855.442 856.686 2636.08
388000 920.698 857.887 858.448 2637.03
388250 918.292 859.515 860.583 2638.39
388500 918.389 859.286 861.015 2638.69
388750 917.379 859.961 864.078 2641.42
389000 922.352 862.703 863.7 2648.75
389250 924.484 861.147 861.87 2647.5
389500 923.546 861.552 860.566 2645.66
389750 926.266 862.678 862.275 2651.22
390000 925.874 865.365 862.815 2654.05
390250 927.117 865.564 862.482 2655.16
390500 927.964 867.805 861.514 2657.28
390750 925.965 867.748 861.803 2655.52
391000 926.762 868.921 863.026 2658.71
391250 928.354 869.359 864.698 2662.41
391500 927.885 871.04 863.023 2661.95
391750 927.107 871.319 862.151 2660.58
392000 927.623 871.799 864.004 2663.43
392250 926.558 872.743 868.498 2667.8
392500 925.32 872.594 869.681 2667.59
392750 927.078 872.159 871.265 2670.5
393000 929.767 872.982 871.15 2673.9
393250 931.125 872.838 870.799 2674.76
393500 930.055 872.243 871.66 2673.96
393750 931.86 873.925 873.963 2679.75
394000 935.664 875.521 873.377 2684.56
394250 938.577 874.688 872.527 2685.79
394500 940.438 872.956 873.349 2686.74
394750 943.006 873.161 872.379 2688.55
395000 943.205 871.721 874.728 2689.65
395250 944.155 871.124 875.387 2690.67
395500 945.846 872.096 874.698 2692.64
395750 945.289 873.429 874.502 2693.22
396000 949.706 873.246 875.325 2698.28
396250 947.406 874.135 875.095 2696.64
396500 948.529 872.933 874.075 2695.54
396750 951.429 873.881 873.848 2699.16
397000 951.269 876.367 874.978 2702.61
397250 950.606 875.792 875.392 2701.79
397500 951.868 875.716 876.276 2703.86
397750 952.021 877.466 878.375 2707.86
398000 953.139 875.575 878.287 2707
398250 952.721 873.674 879.4 2705.8
398500 953.74 875.858 878.698 2708.3
398750 952.736 878.044 875.376 2706.16
399000 953.611 880.945 876.827 2711.38
399250 953.829 880.821 874.707 2709.36
399500 954.536 879.926 874.712 2709.17
399750 954.581 881.421 873.304 2709.31
400000 955.546 881.98 873.102 2710.63
400250 955.389 881.769 874.469 2711.63
400500 955.536 883.029 874.46 2713.02
400750 954.803 883.441 872.561 2710.8
401000 954.34 883.88 871.225 2709.45
401250 952.899 884.413 872.27 2709.58
401500 951.956 883.922 875.227 2711.11
401750 953.757 886.146 878.32 2718.22
402000 955.753 885.989 880.446 2722.19
402250 958.201 886.517 877.655 2722.37
402500 959.599 885.417 881.064 2726.08
402750 964.15 882.871 881.821 2728.84
403000 964.108 882.003 881.951 2728.06
403250 965.897 881.565 880.67 2728.13
403500 968.53 882.106 880.727 2731.36
403750 967.544 881.785 879.53 2728.86
404000 967.613 882.52 879.004 2729.14
404250 968.95 881.9 879.798 2730.65
404500 972.756 880.084 879.076 2731.92
404750 974.201 881.842 880.477 2736.52
405000 974.85 885.477 881.042 2741.37
405250 976.089 884.032 880.432 2740.55
405500 975.911 887.065 879.906 2742.88
405750 977.256 888.326 878.959 2744.54
406000 976.817 887.581 878.657 2743.06
406250 978.371 886.016 877.198 2741.58
406500 978.043 884.123 879.053 2741.22
406750 974.789 883.131 879.662 2737.58
407000 974.58 881.088 880.665 2736.33
407250 973.815 883.451 882.708 2739.97
407500 975.331 883.393 883.535 2742.26
407750 974.714 885.001 885.98 2745.7
408000 975.137 881.939 886.555 2743.63
408250 976.58 880.96 886.398 2743.94
408500 974.778 881.737 887.146 2743.66
408750 975.824 882.183 884.487 2742.49
409000 976.295 881.607 887.009 2744.91
409250 977.495 883.706 884.619 2745.82
409500 979.235 883.555 886.13 2748.92
409750 980.358 884.547 886.267 2751.17
410000 980.459 887.74 888.547 2756.75
410250 981.631 889.723 889.071 2760.43
410500 980.436 888.373 890.479 2759.29
410750 981.486 888.959 890.567 2761.01
411000 982.39 891.528 891.968 2765.89
411250 982.669 893.249 892.752 2768.67
411500 983.256 891.296 898.319 2772.87
411750 983.666 891.712 896.654 2772.03
412000 985.865 891.279 895.19 2772.33
412250 984.638 892.869 894.64 2772.15
412500 984.028 895.864 895.767 2775.66
412750 981.445 896.915 897.193 2775.55
413000 982.175 895.518 896.865 2774.56
413250 985.104 896.162 895.779 2777.04
413500 985.018 898.208 895.41 2778.64
413750 985.881 895.888 896.423 2778.19
414000 985.785 895.989 899.076 2780.85
414250 983.854 899.445 901.464 2784.76
414500 988.3 900.552 902.564 2791.42
414750 990.968 903.206 902.062 2796.24
415000 988.977 904.945 901.99 2795.91
415250 991.301 906.087 901.737 2799.12
415500 994.094 908.737 904.422 2807.25
415750 997.043 911.795 907.316 2816.15
416000 994.636 910.797 909.117 2814.55
416250 996.845 910.93 912.942 2820.72
416500 995.977 910.534 914.725 2821.24
416750 997.336 911.312 914.736 2823.38
417000 1000.15 910.157 915.96 2826.26
417250 1001.27 912.288 916.79 2830.35
417500 1001.47 914.55 918.539 2834.56
417750 1005.55 915.262 917.971 2838.79
418000 1007.5 912.738 918.374 2838.62
418250 1007.16 914.081 918.533 2839.78
418500 1004.75 914.673 916.956 2836.38
418750 1006.34 913.06 916.557 2835.96
419000 1009.56 913.305 913.162 2836.02
419250 1010.46 911.906 914.461 2836.83
419500 1011.77 912.807 915.156 2839.74
419750 1014.17 912.844 914.709 2841.73
420000 1014.45 916.337 912.029 2842.82
420250 1015.55 917.591 912.996 2846.13
420500 1014.26 918.38 914.371 2847.01
420750 1014.98 915.675 914.617 2845.27
421000 1017.66 915.108 915.362 2848.13
421250 1018.32 915.452 917.16 2850.93
421500 1018.52 916.908 917.771 2853.2
421750 1018.5 917.205 915.774 2851.48
422000 1020.19 915.9 916.435 2852.53
422250 1019.91 915.895 916.08 2851.89
422500 1020.63 913.151 914.904 2848.68
422750 1020.23 912.531 915.911 2848.67
423000 1023.85 912.646 917.492 2853.99
423250 1021.53 910.505 916.723 2848.75
423500 1019.64 911.889 918.603 2850.13
423750 1019.14 912.304 915.217 2846.66
424000 1018.27 912.752 917.171 2848.19
424250 1018.76 914.421 916.054 2849.23
424500 1020.45 916.53 915.44 2852.42
424750 1025.01 917.541 917.224 2859.78
425000 1024.57 918.209 918.078 2860.86
425250 1024.61 919.235 918.995 2862.84
425500 1027.38 918.195 920.727 2866.3
425750 1027.52 917.809 923.414 2868.74
426000 1030.64 921.048 926.095 2877.78
426250 1032.68 920.94 923.946 2877.56
426500 1031.94 919.866 923.539 2875.35
426750 1034.1 920.781 923.176 2878.06
427000 1034.16 920.313 922.844 2877.32
427250 1032.83 920.852 926.153 2879.83
427500 1032.44 923.664 927.111 2883.21
427750 1036.31 925.104 927.661 2889.08
428000 1037.72 927.676 928.207 2893.61
428250 1038.18 927.637 925.984 2891.8
428500 1040.61 927.017 923.908 2891.54
428750 1042.09 927.687 925.89 2895.67
429000 1043.03 929.993 926.176 2899.2
429250 1042.1 930.898 924.009 2897
429500 1043.68 929.198 924.281 2897.16
429750 1041.45 928.669 927.028 2897.15
430000 1043.95 927.571 928.969 2900.49
430250 1044.29 930.049 926.485 2900.83
430500 1043.27 931.057 927.787 2902.12
430750 1044.95 931.963 927.99 2904.9
431000 1045.34 933.24 926.468 2905.05
431250 1044.86 934.692 926.83 2906.38
431500 1043.56 931.321 928.558 2903.44
431750 1044.76 932.999 928.226 2905.98
432000 1045.9 933.423 931.382 2910.71
432250 1046.41 934.266 931.593 2912.27
432500 1045.3 935.015 929.683 2910
432750 1045.7 937.907 930.801 2914.41
433000 1046.05 937.816 932.264 2916.13
433250 1048.98 939.432 933.162 2921.58
433500 1049.99 938.759 930.928 2919.68
433750 1053.08 936.173 931.327 2920.58
434000 1052.31 935.217 932.996 2920.52
434250 1051.99 937.108 931.095 2920.19
434500 1055.09 937.893 930.7 2923.68
434750 1055.32 942.109 933.357 2930.79
435000 1056.31 942.61 933.892 2932.81
435250 1057.32 942.673 934.765 2934.76
435500 1056.25 941.555 936.277 2934.08
435750 1057.81 942.042 936.525 2936.38
436000 1058.78 941.839 936.957 2937.58
436250 1058.57 939.846 938.338 2936.76
436500 1058.75 940.926 938.413 2938.09
436750 1060.78 940.283 941.002 2942.07
437000 1061.6 939.835 942.733 2944.16
437250 1059.12 939.956 940.308 2939.38
437500 1060.79 937.94 939.339 2938.07
437750 1060.27 939.672 940.319 2940.26
438000 1061.55 940.029 939.902 2941.48
438250 1063.63 938.087 942.691 2944.4
438500 1062.95 940.34 943.526 2946.82
438750 1062.36 939.637 945.356 2947.36
439000 1064.45 940.817 945.401 2950.67
439250 1065.71 940.208 945.518 2951.44
439500 1068.01 938.969 945.416 2952.4
439750 1067.22 937.442 945.591 2950.25
440000 1069.14 937.583 942.361 2949.08
440250 1065.88 940.023 942.594 2948.5
440500 1067.04 940.13 941.111 2948.28
440750 1065.44 940.266 942.898 2948.6
441000 1065.32 939.174 944.247 2948.75
441250 1065.82 937.881 944.684 2948.39
441500 1065.15 936.321 948.991 2950.46
441750 1065.24 936.578 949.166 2950.99
442000 1063.9 937.317 950.144 2951.37
442250 1064.89 937.621 947.778 2950.29
442500 1067.68 940.534 947.772 2955.99
442750 1068.12 940.141 948.762 2957.02
443000 1069.28 941.063 950.75 2961.09
443250 1067.69 940.396 950.341 2958.42
443500 1068.61 939.546 949.324 2957.48
443750 1068.07 939.36 950.217 2957.65
444000 1069.59 941.975 951.881 2963.45
444250 1071.9 942.742 952.833 2967.47
444500 1070.56 943.085 951.771 2965.42
444750 1070.71 945.288 954.087 2970.08
445000 1071 945.833 955.668 2972.5
445250 1073.51 945.232 954.539 2973.28
445500 1075.59 944.658 954.571 2974.82
445750 1078.48 948.284 953.862 2980.62
446000 1081.09 949.176 950.772 2981.04
446250 1082.41 950.178 949.626 2982.21
446500 1081.87 951.306 951.137 2984.31
446750 1084.98 953.572 952.007 2990.56
447000 1083.3 953.162 952.187 2988.65
447250 1085.06 954.234 952.563 2991.86
447500 1086.86 957.781 951.399 2996.04
447750 1087.42 959.162 952.452 2999.04
448000 1085.93 959.406 953.799 2999.14
448250 1085.9 960.974 955.679 3002.55
448500 1088.89 960.646 953.695 3003.23
448750 1089.78 960.848 954.712 3005.34
449000 1089.08 959.782 954.7 3003.57
449250 1090.16 963.125 952.764 3006.05
449500 1091.76 963.399 954.892 3010.05
449750 1093.12 963.882 954.96 3011.97
450000 1095.44 962.758 955.644 3013.84
450250 1096.49 964.903 957.134 3018.53
450500 1099.11 966.907 956.165 3022.18
450750 1101.36 968.193 955.563 3025.12
451000 1101.7 966.945 954.764 3023.41
451250 1100.93 964.651 953.589 3019.17
451500 1104 967.268 954.724 3025.99
451750 1101.18 969.426 954.761 3025.37
452000 1103.57 969.299 955.797 3028.66
452250 1105.3 971.08 955.605 3031.98
452500 1105.35 972.305 957.159 3034.82
452750 1105.08 972.277 958.114 3035.47
453000 1104.74 970.882 958.815 3034.44
453250 1106.55 970.554 960.454 3037.56
453500 1106.35 971.304 960.606 3038.26
453750 1109.39 970.928 961.143 3041.46
454000 1111.69 968.55 962.609 3042.85
454250 1113.94 971.934 965.842 3051.71
454500 1115.22 972.717 968.798 3056.74
454750 1114.11 974.049 968.583 3056.74
455000 1116.32 973.161 967.02 3056.5
455250 1116.39 971.78 969.334 3057.5
455500 1116.62 972.72 971.562 3060.9
455750 1116.82 973.824 973.424 3064.07
456000 1113.58 972.78 974.524 3060.88
456250 1113.03 973.883 975.844 3062.76
456500 1108.94 973.114 979.138 3061.19
456750 1108.18 974.468 980.204 3062.85
457000 1111.09 973.041 978.94 3063.07
457250 1108.23 972.657 978.129 3059.02
457500 1111.49 970.245 978.877 3060.61
457750 1112.89 971.144 981.015 3065.05
458000 1116.38 970.461 981.618 3068.46
458250 1118.96 969.865 983.363 3072.18
458500 1117.05 967.214 982.203 3066.47
458750 1119.12 969.713 984.601 3073.43
459000 1116.78 967.63 982.646 3067.06
459250 1118.91 968.869 982.956 3070.74
459500 1123.24 972.173 985.385 3080.8
459750 1124.55 972.948 984.238 3081.74
460000 1123.22 970.318 982.756 3076.29
460250 1122.17 971.606 983.27 3077.05
460500 1121.67 976.121 985.646 3083.44
460750 1119.98 977.712 987.226 3084.92
461000 1120.22 977.842 983.657 3081.72
461250 1122.17 979.811 983.874 3085.85
461500 1120.62 980.865 983.37 3084.85
461750 1121.55 980.425 982.266 3084.24
462000 1123.67 981.688 983.604 3088.97
462250 1124.22 984.695 985.048 3093.96
462500 1126.39 983.749 987.988 3098.13
462750 1127.85 983.331 991.005 3102.18
463000 1130.68 984.835 992.04 3107.55
463250 1132.34 983.822 992.612 3108.78
463500 1131.58 982.878 990.854 3105.31
463750 1136.14 982.128 989.235 3107.5
464000 1135.92 985.419 991.792 3113.14
464250 1134.26 984.875 993.201 3112.34
464500 1134.89 983.985 994.319 3113.19
464750 1133.77 984.703 997.592 3116.06
465000 1136.05 984.711 995.804 3116.57
465250 1134.79 985.075 995.446 3115.31
465500 1139.65 985.116 994.274 3119.04
465750 1139.26 986.346 995.495 3121.1
466000 1139.32 988.597 996.811 3124.73
466250 1141.59 986.548 996.983 3125.12
466500 1142.93 989.462 997.209 3129.6
466750 1141.88 987.933 998.449 3128.27
467000 1145.38 987.767 999.288 3132.44
467250 1143.25 991.267 1002.25 3136.76
467500 1142.84 991.797 1001.66 3136.3
467750 1145.68 993.763 1000.74 3140.18
468000 1150.12 994.196 1000.88 3145.19
468250 1151.1 994.745 1002.69 3148.54
468500 1152.22 995.006 1004.37 3151.6
468750 1151.5 995.251 1007.18 3153.93
469000 1152.29 994.56 1006.89 3153.74
469250 1150.63 995.11 1007.05 3152.8
469500 1148.69 995.509 1008.74 3152.94
469750 1147.9 996.424 1006.78 3151.1
470000 1150.4 998.641 1008.4 3157.44
470250 1151.01 1000.12 1009.72 3160.86
470500 1152.14 1001.95 1010.01 3164.09
470750 1154.96 1005.33 1009.06 3169.34
471000 1153.31 1006.53 1009.36 3169.2
471250 1150.53 1006.04 1010.18 3166.76
471500 1150.18 1004.17 1008.79 3163.13
471750 1151.08 1004.22 1011.01 3166.31
472000 1149.65 1005.75 1011.89 3167.3
472250 1149.3 1005.21 1011.8 3166.31
472500 1150.96 1005.26 1013.16 3169.37
472750 1152.87 1004.27 1014.77 3171.91
473000 1156.5 1002.45 1016.16 3175.11
473250 1157.41 1003.7 1017.64 3178.75
473500 1157.06 1002.94 1018.1 3178.1
473750 1159.46 1003.17 1019.94 3182.57
474000 1159.49 1002.95 1020.3 3182.74
474250 1161.51 1004.29 1020.79 3186.59
474500 1162.62 1004.33 1023.02 3189.98
474750 1162.17 1004.84 1023.54 3190.55
475000 1163.49 1005.7 1021.79 3190.99
475250 1164.67 1007.92 1023.97 3196.56
475500 1164.19 1007.65 1025.85 3197.68
475750 1164.45 1008.22 1024.74 3197.41
476000 1166.81 1009.18 1024.38 3200.37
476250 1168.92 1009.32 1024.52 3202.77
476500 1170.51 1006.74 1028.91 3206.17
476750 1170.1 1006.16 1029.67 3205.93
477000 1167.47 1004.9 1028.08 3200.46
477250 1166.36 1006.07 1028.88 3201.32
477500 1165.56 1006.64 1026.66 3198.86
477750 1164.7 1005.92 1026.87 3197.5
478000 1164.61 1004.63 1028.31 3197.55
478250 1165.59 1005.92 1030.38 3201.9
478500 1167.25 1005.44 1029.71 3202.41
478750 1167.22 1006.36 1029.72 3203.29
479000 1167.68 1008.84 1030.31 3206.83
479250 1171.7 1009.84 1029.1 3210.64
479500 1173.37 1008.78 1030.59 3212.75
479750 1172.52 1008.04 1033.31 3213.87
480000 1173.3 1008.87 1034.65 3216.81
480250 1177.39 1009.64 1035.54 3222.57
480500 1176.86 1010.04 1033.52 3220.42
480750 1179.84 1010.46 1036.28 3226.57
481000 1179.95 1012.38 1038 3230.33
481250 1181.48 1015.47 1037.03 3233.98
481500 1180.76 1017.27 1036.12 3234.14
481750 1180.4 1018.33 1034.32 3233.06
482000 1182.44 1018.93 1031.69 3233.06
482250 1185.12 1022.85 1029.55 3237.52
482500 1184.98 1025.84 1031.41 3242.23
482750 1184.73 1026.67 1033.66 3245.06
483000 1185.17 1027.43 1038.32 3250.92
483250 1187.38 1029.94 1037.67 3255
483500 1187.66 1030.31 1038.8 3256.76
483750 1187.04 1031.86 1037.33 3256.23
484000 1189.45 1034.07 1036.81 3260.33
484250 1190.42 1033.86 1036.74 3261.02
484500 1190.14 1034.96 1036.03 3261.12
484750 1195.05 1034.38 1037.02 3266.44
485000 1193.99 1036.19 1038.05 3268.23
485250 1194.04 1036.42 1036.45 3266.91
485500 1196.22 1036.15 1037.24 3269.61
485750 1197.03 1034.92 1037.75 3269.71
486000 1194.85 1036.43 1039.08 3270.36
486250 1194.14 1037.9 1038.7 3270.74
486500 1198.67 1038.26 1038.01 3274.94
486750 1197.8 1040.35 1038.77 3276.92
487000 1197.94 1040.53 1037.68 3276.15
487250 1198.79 1041.2 1041.27 3281.27
487500 1195.99 1042.44 1042.46 3280.89
487750 1198.36 1041.79 1042.23 3282.37
488000 1197.58 1041.97 1043.57 3283.13
488250 1195.99 1042.29 1045.36 3283.64
488500 1197.28 1041.36 1044.79 3283.42
488750 1197.73 1042.86 1046.65 3287.24
489000 1198.7 1042.12 1044.95 3285.77
489250 1197.67 1043.3 1045.47 3286.45
489500 1199.29 1041.66 1045.01 3285.96
489750 1199.79 1047.38 1046.73 3293.9
490000 1202.56 1048.91 1044.58 3296.04
490250 1203.35 1048.78 1046.31 3298.44
490500 1205.48 1050.25 1046.48 3302.21
490750 1204.76 1052.91 1049.69 3307.35
491000 1208.44 1055.26 1050.55 3314.26
491250 1211.21 1055.16 1050.14 3316.51
491500 1212.66 1055.43 1050.3 3318.38
491750 1211.38 1055.63 1052.52 3319.53
492000 1211.36 1054.78 1053.95 3320.09
492250 1211.83 1054.22 1054.79 3320.85
492500 1211.89 1055.71 1054.78 3322.38
492750 1211.89 1057.14 1056.1 3325.14
493000 1210.91 1059.63 1057.66 3328.19
493250 1209.77 1060.13 1060.28 3330.18
493500 1213.17 1061.01 1061.58 3335.75
493750 1215.58 1063.81 1064.23 3343.63
494000 1219.96 1063.45 1063.69 3347.1
494250 1219.63 1064.75 1064.01 3348.39
494500 1221.57 1067.57 1062.7 3351.83
494750 1225.13 1067.73 1063.36 3356.22
495000 1227.23 1070.74 1061.11 3359.07
495250 1225.23 1071.49 1060.39 3357.12
495500 1225.63 1072.54 1061.83 3360
495750 1226.76 1073.28 1060.98 3361.03
496000 1227.76 1074.99 1062.6 3365.36
496250 1228.01 1076.07 1061.85 3365.94
496500 1225.5 1076.81 1063.04 3365.35
496750 1227.02 1078.26 1064.33 3369.6
497000 1225.66 1078.62 1066.47 3370.75
497250 1227.08 1078.13 1067.13 3372.35
497500 1226.81 1077.58 1066.78 3371.17
497750 1229.72 1076.87 1065.8 3372.4
498000 1227.07 1077.03 1068.5 3372.6
498250 1225.98 1078.64 1067.9 3372.51
498500 1224.19 1080.72 1069.95 3374.86
498750 1223.34 1079.45 1071.28 3374.07
499000 1223.6 1082.08 1072.49 3378.17
499250 1226.72 1082.47 1074.92 3384.12
499500 1227.55 1081.29 1077.01 3385.85
499750 1230.09 1081.79 1077.88 3389.75
500000 1233.7 1079.73 1080.05 3393.48
